,text_id,level,text
250,3_3_2,Adv,"“Remember,” Fildes tells his team, “it's about interaction, it's about entertainment, it's about inspiring people.” Fildes, 49, is at the forefront of the UK's burgeoning astrotourism industry. The pivotal moment for Northumberland came in 2013 when the entire national park housing Hadrian's Wall, along with Kielder Water and Forest Park, some 1,500 square kilometers, was awarded Dark Sky Park status, the only one in England. Dark Sky Parks are rare. The 2013 Star Count revealed that only 5% of the UK population can see more than 31 stars on a good night. The Tucson, Arizona-based International Dark-Sky Association (IDA) confers the status only on places that take major steps to avoid light pollution. Recipients must also prove their night skies are sufficiently dark. In Northumberland Dark Sky Park, as the area was rebadged, it is so dark that Venus casts a shadow on the Earth."
251,3_3_2,Ele,"Fildes is a leading figure in the UK's growing astrotourism industry. The key moment for Northumberland came in 2013 when the entire national park, about 1,500 square kilometers in area, got Dark Sky Park status. It is the only one in England. Dark Sky Parks are rare. The 2013 Star Count showed that only 5% of the UK population can see more than 31 stars on a clear night. The International Dark-Sky Association (IDA) gives the status of Dark Sky Park only to places that take big steps to prevent light pollution. The areas must also prove their night skies are very dark. In Northumberland Dark Sky Park, it is so dark that Venus casts a shadow on the Earth."
252,3_3_3,Adv,"Duncan Wise, visitor development officer for the Northumberland National Park Authority, helped to spearhead the campaign for dark-sky status. “We tend to look at landscape as everything up to the horizon,” Wise said. “But what about what's above it?” Wise and others spent years drawing up their submission to the IDA, collecting reams of light readings and forming an alliance of local councils, parks' bodies and community groups to produce an exterior lighting master plan that influences the construction of new developments in the area. Their efforts have been vindicated. Many of the 1.5 million who visit Northumberland each year are now aware of its Dark Sky status. “We get a lot of people coming here to see the sky now,” says the man at the car-hire firm in Newcastle. “They come in autumn and winter, when it's darkest. Good for the local hotels as they get business all year round now.”"
253,3_3_3,Ele,"Duncan Wise, visitor development officer for the Northumberland National Park, helped to lead the campaign for dark-sky status. “We usually think that 'landscape' is everything up to the horizon,” Wise said. “But what about what's above the horizon?” Wise and others spent years preparing their application to the IDA – they collected thousands of light readings. Because of their hard work, many of the 1.5 million tourists who visit Northumberland each year are now aware of its Dark Sky status. “A lot of people come here to see the sky now,” says a man who works for a local car-hire company. “They come in autumn and winter, when it's darkest. It's good for the local hotels because tourists come all year round now.”"
255,3_3_4,Adv,"Wise acknowledges that Northumberland needs to do more to capitalize on its scarce resource and believes the region needs a couple more observatories to ensure that visitors will see what they came for. A £14m national landscape discovery center, which he describes as the north's answer to the Eden Project, will have an observatory when it is completed in a couple of years. Fildes has grand designs. He is planning Britain's first “astrovillage,” one that would house the largest public observatory in the world and boast a 100-seat auditorium, a 100-seat planetarium, a one-meter aperture telescope, and radiomagnetic and solar telescopes. The multimillion-pound project would feature a hotel and draw in 100,000 people a year, four times the number currently able to use the observatory. Fildes is cryptic about his backers but believes the astrovillage will be a reality by 2018."
254,3_3_4,Ele,"Wise agrees that Northumberland needs to do more to take advantage of its dark skies, which are very rare. He believes the region needs more observatories to make sure that visitors will see what they came for. A new £14-million national landscape discovery center will have an observatory when it is completed in a couple of years. Fildes has big ambitions. He is planning Britain's first “astrovillage” – it would have the largest public observatory in the world, a 100-seat auditorium, a 100-seat planetarium, and radiomagnetic and solar telescopes. The multimillion-pound project would also have a hotel and attract 100,000 visitors a year – that is four times the number that are currently able to use the observatory. Fildes believes the astrovillage will be a reality by 2018."
257,3_3_5,Adv,"However, Northumberland faces competition. Galloway Forest Park in Scotland also has Dark Sky Park status. Since Exmoor was designated Europe's first International Dark Sky Reserve – one notch below Dark Sky Park – in 2011, a range of local businesses offering stargazing breaks and safaris has sprung up. The UK will have to go some way to eclipse northern Chile, which boasts more than a dozen tourist observatories and has some of the clearest skies in the world. The Teide National Park in Tenerife is also becoming a major astrotourism destination. So, what is driving the desire to look upwards? The media have helped. TV presenters like Brian Cox have attracted a new generation of stargazers. Technology has also played a part. Apps such as Stellarium now turn smartphones into pocket-size planetariums. Ultimately, though, Fildes believes people are starting to appreciate what lies above."
256,3_3_5,Ele,"However, Northumberland has competition. Galloway Forest Park in Scotland also has Dark Sky Park status. Exmoor in south-west England became Europe's first International Dark Sky Reserve – one level below Dark Sky Park – in 2011. A number of local businesses there now offer stargazing holidays. The UK is not as good as northern Chile, which has more than ten tourist observatories and some of the clearest skies in the world. So, why do people want to look at the night sky? The media have helped. TV programmes about astronomy have attracted a new generation of stargazers. Technology has also made astronomy more popular. Apps such as Stellarium now turn smartphones into pocket-size planetariums. But Fildes believes that, most importantly, people are starting to appreciate the sky."
259,3_4_1,Adv,"The regulation eight hours in the office is over. The most important work of the day is done; whatever is left can wait until the morning. This is the point many workers would think about heading for the door. Yet, for millions of Japanese employees, the thought of clearing away their desks and being at home in time for dinner is enough to invite accusations of disloyalty to the company. But, after decades of giving companies carte blanche to milk every last drop of productivity from their workforce, a challenge to Japan's ingrained culture of overwork has come from the government, which is considering making it a legal requirement for workers to take at least five days' paid holiday a year."
258,3_4_1,Ele,"You've spent eight hours in the office. You've finished the most important work of the day. This is the time when most workers would think about going home. But, for millions of Japanese employees, if they leave work and arrive home in time for dinner, people say that they are disloyal to their company. But now, the government is trying to do something about Japan's culture of overwork. It wants to make workers take at least five days' paid holiday a year."
260,3_4_2,Adv,"Japanese employees are currently entitled to an average 18.5 days' paid holiday a year – only two fewer than the global average – with a minimum of ten days, as well as 15 one-day national holidays. In reality, few come even close to taking their full quota, typically using only nine of their 18.5-day average entitlement. While many British workers regard a two-week summer holiday as an inalienable right, workers in Japan have come to see a four-night vacation as the height of self-indulgence. The move, to be debated in the current parliamentary session, comes after companies started encouraging employees to nap on the job to improve their performance. By the end of the decade, the government hopes that, if passed, the law will push Japanese employees towards following the example set by British workers, who use an average of 20 days' paid annual leave, and those in France, who take an average of 25."
261,3_4_2,Ele,"Japanese employees are allowed an average of 18.5 days' paid holiday a year, fewer than the global average. Companies must allow them a minimum of ten days' paid holiday, plus 15 one-day national holidays. But very few employees take these days. Most take only nine days of holiday, according to the labor ministry. Many British workers think that a two-week summer holiday is their right but workers in Japan think that a four-night vacation is a big self-indulgence. By 2020, the government hopes that the law will make Japanese employees follow the example of British workers, who take an average of 20 days' paid annual leave, and workers in France, who take an average of 25."
262,3_4_3,Adv,"Japan's unforgiving work culture may have helped turn it into an economic superpower, its corporate foot soldiers revered in the rest of the world for their commitment to the company, but this has often been to the exclusion of everything else. Japan's low birth rate and predictions of rapid population decline are partly blamed on the lack of time couples have to start families. More employees are falling ill from stress, or worse, succumbing to karoshi, death through overwork. Despite studies suggesting that longer hours in the office or workshop or on the factory floor do not necessarily make people more productive, today's workers are still nursing a collective hangover from the bubble years of the 1980s."
263,3_4_3,Ele,"Japan's employees are respected and admired in the rest of the world for their commitment to the company. But they often have no time for anything else. Couples don't have time to start families. So, Japan has a low birth rate and the population is declining. More employees are falling ill from stress or even dying through overwork. Japanese people continue to work hard, despite studies that suggest that longer hours at work do not necessarily make people more productive."
265,3_4_4,Adv,"About 22% of Japanese work more than 49 hours a week, compared with 16% of US workers and 11% in France and Germany, according to data from the Japanese government. In spending 14 hours a day at work and giving up many of her paid holidays, Erika Sekiguchi is not even an extreme example. The 36-year-old trading company employee used eight of her 20 days of paid vacation in 2014, six of which counted as sick leave. “Nobody else uses their vacation days,” Sekiguchi said. She faces a dilemma: never to take time off or to invite criticism for leaving her colleagues in the lurch. Yuu Wakebe, a health ministry official overseeing policy on working hours, who admits putting in 100 hours of overtime a month, blames the irresistible pressure to match one's colleagues, hour for hour. “It is a worker's right to take paid vacations,” Wakebe said. “But unfortunately working in Japan involves quite a lot of volunteer spirit.”"
264,3_4_4,Ele,"About 22% of Japanese work more than 49 hours a week, compared with 16% of US workers and 11% in France and Germany, according to data from the Japanese government. “Nobody else uses their vacation days,” says Erika Sekiguchi, a 36-year-old employee. She spends 14 hours a day at work and used only eight of her 20 days of paid vacation in 2014, six of which were sick leave. Yuu Wakebe, who works at the health ministry, admits that he does 100 hours of overtime a month. “It is a worker's right to take paid vacations,” Wakebe said. “But sadly workers in Japan have to do a lot of extra work for no money.”"
267,3_4_5,Adv,"That fear of being ostracized at work is being blamed for a rise in stress-related illness, premature death and suicide. According to official data, about 200 people die every year from heart attacks, strokes and other karoshi events brought on by punishing work schedules. The prime minister, Shinzo Abe, is not known for taking long vacations. Yet even he has spoken out against the unreasonable demands companies place on their employees as they struggle to stay afloat in a more complex globalized market. Japan's working culture, Abe said recently, “falsely beatifies long hours”."
266,3_4_5,Ele,"Workers are scared that their colleagues will think they are not working hard enough. This is one reason for a rise in stress-related illness, early death and suicide. About 200 people die every year from heart attacks and strokes in Japan, caused by long hours and hard work. The prime minister, Shinzo Abe, is not known for taking long vacations. But even he has said that companies ask too much of their employees and that working hours in Japan are too long."
268,3_5_1,Adv,"A lonely old man living in a crater on the moon is the unlikely focus of John Lewis's Christmas 2015 advertisement, as the department store puts a charitable spin on its latest multi-million pound campaign. Amid increasing hype around John Lewis's seasonal ad, which has come to mark the beginning of the Christmas shopping season for many, the department store will aim to use its profile to raise hundreds of thousands of pounds for the charity Age UK. It will also encourage staff and customers to join up with their local branch of the charity to care for elderly people who might otherwise be alone over the holiday. The retailer has spent £7m on a campaign that ranges from the slick TV ad to a smartphone game and merchandise, including glow-in-the-dark pyjamas, as well as areas decked out like the surface of the moon in 11 stores."
269,3_5_1,Ele,"The department store John Lewis has a 2015 Christmas advertisement. The ad shows a lonely old man who lives on the moon. The ad, which for many people shows that the Christmas shopping season has begun, aims to raise hundreds of thousands of pounds for the charity Age UK. John Lewis will also encourage staff and customers to care for elderly people who might be alone over the holiday. The department store has spent £7 million on a campaign that includes the TV ad, a smartphone game and merchandise, including glow-in-the-dark pyjamas. It will also build areas that look like the surface of the moon in 11 of its stores."
270,3_5_2,Adv,"After two years of successful ads featuring cuddly animals – a bear and hare, then a penguin – this time, the retailer is tugging at the heartstrings with a story of a young girl, Lily, who spots an old man living in a shack on the moon through her telescope. The determined child tries sending him a letter and firing a note via bow and arrow, before floating him a present of a telescope tied to balloons, which finally enables them to make contact. The ad's strapline is: “Show someone they're loved this Christmas,” which echoes Age UK's own campaign: “No one should have no one at Christmas.” Profits from three products – a mug, gift tag and card – will go to the charity. “The charity really resonates with people at this time of year and the ad lends itself to thinking about someone who lives on your street that might not see anybody,” said Rachel Swift, head of marketing at John Lewis."
271,3_5_2,Ele,"After two years of successful ads with cute animals – a bear and hare, then a penguin – this time, the story is about a young girl, Lily, who sees an old man living in a small wooden house on the moon through her telescope. The girl first tries to send him a letter and a note via bow and arrow. Then, she floats him a present of a telescope tied to balloons. This finally allows them to make contact. The ad's message is: “Show someone they're loved this Christmas.” This is similar to Age UK's campaign: “No one should have no one at Christmas.” Profits from three products – a mug, gift tag and card – will go to the charity. Rachel Swift, head of marketing at John Lewis, said that people talk about charities at Christmas and the ad makes you think about someone who lives on your street that might not see anybody."
273,3_5_3,Adv,"The campaign features the Oasis track Half the World Away reinterpreted by little-known Norwegian artist Aurora. The ad cost £1m to make. The moon scenes were shot at the Warner Bros Studios, where the Harry Potter films were made, and the specially built set was created by one of the team behind the latest Star Wars film, The Force Awakens. As in the last few years, John Lewis has drummed up interest in their most recent ad prior to its release with a teaser campaign on TV and social media using the hashtag #OnTheMoon. There will be a full moon on Christmas Day 2015 – a complete coincidence, according to Swift."
272,3_5_3,Ele,"The campaign features the Oasis track Half the World Away sung by Norwegian singer Aurora. The ad cost £1 million to make. The moon scenes were shot at the Warner Bros Studios, where the Harry Potter films were made, and the specially built set was created by one of the team behind the latest Star Wars film, The Force Awakens. As in the last few years, John Lewis showed a short film on TV and social media using the hashtag #OnTheMoon before it showed the full advertisement. There will be a full moon on Christmas Day 2015 – a complete coincidence, says Swift."
274,3_5_4,Adv,"In 2014, the retailer John Lewis also spent £7m on a campaign featuring a realistic animated penguin and a young boy playing together to the tune of John Lennon's Real Love, sung by British singer-songwriter Tom Odell. It had drummed up 22 million views on YouTube by the first week of January, ahead of the 16.6 million clocked by Sainsbury's ad featuring First World War soldiers sharing a bar of chocolate, the UK's next most popular ad of 2014. Swift said that, despite the hype, John Lewis had stuck to the same strategy for the last five years. “It's all about thoughtful gifting and going the extra mile for someone you love at Christmas,” she said. “In 2015, we don't go into it thinking, 'This is going to be huge,' just getting something right for the brand at this time of year and something we hope customers really love.”"
275,3_5_4,Ele,"In 2014, John Lewis also spent £7 million on a campaign with a penguin and a young boy playing together. It had 22 million views on YouTube by the first week of January – more than the 16.6 million views of Sainsbury's ad with First World War soldiers sharing a bar of chocolate, the UK's second most popular ad of 2014. Swift said that in 2015 John Lewis wants to just get “something right for the company at this time of year and do something we hope customers really love.”"
277,3_6_1,Adv,"When Larry Pizzi first heard about electric bikes nearly 20 years ago, he asked: “Why would anyone want to screw up a bike by putting a motor and batteries on it?” It's a question that still puzzles traditionalists. Bicycle shops have been slow to stock e-bikes, even though they have been around since the late 1990s. Sales in the US have been modest. Pizzi, who is now CEO of Currie Technologies, the number one seller of e-bikes in the US, believes that's about to change. Others in the industry agree. Familiar brands including Trek, Raleigh and Specialized all offer electric models and they're betting the market is about to take off. “We're on the cusp of mainstream adoption,” Pizzi said. “There are more players entering the category, it seems, with every passing month.”"
276,3_6_1,Ele,"When Larry Pizzi first heard about electric bikes nearly 20 years ago, he asked: “Why would anyone want to spoil a bike by putting a motor and batteries on it?” It's a question that some people still ask. Many bicycle shops in the US do not sell e-bikes. Pizzi is CEO of Currie Technologies, the number one seller of e-bikes in the US. He believes that things will change very soon. Other people who sell bikes agree. Familiar brands including Trek, Raleigh and Specialized all offer electric bikes and they believe that the market is going to grow."
278,3_6_2,Adv,"The US is an outlier when it comes to electric bikes. Nearly 32 million e-bikes were sold in 2014, the vast majority in China, where they are primarily used for transportation. They are popular in much of Europe, too. They're common in the Netherlands and Switzerland; German postal workers use them to get around and BMW offers one for about $3,000."
279,3_6_2,Ele,"The US is different from other countries when it comes to electric bikes. Nearly 32 million e-bikes were sold in 2014, most of them in China, where people mostly use them for transportation. They are popular in many parts of Europe, too. They're common in the Netherlands and Switzerland; German postal workers use them and BMW sells one for about $3,000."
280,3_6_3,Adv,"Electric bikes are different from motorcycles or mopeds, which rely on motorized power; they are bicycles that can be pedaled with – or without – assistance from an electric motor. Riding an e-bike feels like riding a conventional bike with a brisk tailwind; the motor helps you go faster or climb hills but it's typically not the primary source of propulsion. Unlike mopeds, e-bicycles e-bicycles are usually permitted on bike paths and they can't travel faster than 20mph."
281,3_6_3,Ele,"Electric bikes are different from motorcycles or mopeds, which use motors; you pedal an electric bike with – or without – help from an electric motor. Riding an e-bike feels like riding a normal bike with a strong wind behind you; the motor just helps you go faster or climb hills. Unlike mopeds, you can usually ride e-bicycles on bike lanes and they can't travel faster than 20mph."
282,3_6_4,Adv,"To succeed, the electric bike business in the US must clear legal, cultural and financial hurdles. E-bikes are banned in some states, including New York, although the law isn't strictly enforced. Traditionalists who own and staff bike shops don't like putting motors on bicycles, citing, among other things, the added weight. Some e-bikes are close to 30kg. E-bikes are also pricey. While low-end models sell for as little as $700, Court Rye, the founder and editor of ElectricBikeReview.com, a popular website, says riders should expect to pay at least $1,500 for a quality e-bike with a good battery. Top-of-the-line models cost more than twice that."
283,3_6_4,Ele,"To succeed, the electric bike business in the US must overcome legal, cultural and financial challenges. E-bikes are banned in some states in the US, including New York. Some bike shops don't like putting motors on bicycles because it makes them too heavy. Some e-bikes weigh nearly 30kg. E-bikes are also expensive. While cheap bikes sell for just $700, you will pay at least $1,500 for a quality e-bike with a good battery. The best bikes cost more than $3,000."
284,3_6_5,Adv,"The companies that make and sell e-bikes say they can overcome those obstacles. E-bike technology, particularly the batteries, is improving. “Batteries are getting smaller, they're getting lighter, they're getting more reliable and they are lasting longer,” says Don DiCostanza, the founder and CEO of Pedego, an electric bikemaker and retailer. Big companies like Bosch and Shimano are entering the business, which should help erode resistance from bike shops. In the meantime, lobbying efforts are underway to permit the use of e-bikes everywhere. Perhaps most importantly, as more cities build cycling infrastructure, including dedicated bike lanes, bicycle commuting has become more popular. As the US Census Bureau reported in 2014, the number of bike commuters grew from about 488,000 in 2000 to 786,000 in 2012. Electric bikes make commuting more practical – and fun – by easing worry about hills, headwinds and fatigue."
285,3_6_5,Ele,"The companies that make and sell e-bikes say they can deal with those challenges. E-bike technology, particularly the batteries, is improving. “Batteries are getting smaller, they're getting lighter, they're getting more reliable and they are lasting longer,” says Don DiCostanza, the CEO of Pedego, an electric bikemaker and retailer. Perhaps most importantly, more cities are building bike lanes so bicycle commuting has become more popular. As the US Census Bureau reported in 2014, the number of bike commuters grew from about 488,000 in 2000 to 786,000 in 2012. Electric bikes make commuting more practical – and fun – because people don't have to worry about hills, strong winds and tiredness."
286,3_6_6,Adv,"Most of our customers are “aging baby boomers who want to rekindle the experience they had as a kid,” says Pedego's Don DiCostanza. “The main reason they stopped riding bikes was because of hills.” Pedego has opened nearly 60 stores in the US and it has sold bikes to tour companies in San Francisco and Washington, DC. ElectroBike, which operates 30 stores in Mexico, opened its first American store in Venice Beach, California in the autumn of 2014 and hopes to grow to 25 US stores in a year. CEO Craig Anderson says: “We want to help reduce traffic, help reduce our carbon footprint and promote a healthy lifestyle.” Startups like Pedego and ElectroBike will have to compete with big companies like Trek and Currie, which, in 2012, was acquired by Accell, a public company based in the Netherlands that is Europe's market leader in e-bikes. Accell owns the Raleigh brand, as well as Haibike, an award-winning German electric bike."
287,3_6_6,Ele,"Most of our customers are “baby boomers who want to have the cycling experience they had as a kid,” says Pedego's Don DiCostanza. “The main reason they stopped riding bikes was because of hills.” Pedego has opened nearly 60 stores in the US. ElectroBike has 30 stores in Mexico. It opened its first American store in Venice Beach, California in 2014 and hopes to have 25 US stores in a year. CEO Craig Anderson says: “We want to help reduce traffic, help reduce our carbon footprint and encourage a healthy lifestyle.” He tells customers: “Ride this bike once and try not to smile.” Startups like Pedego and ElectroBike will have to compete with big companies like Trek, Currie, and Accell - the market leader in e-bikes in Europe. Accell owns the Raleigh brand, as well as Haibike, an award-winning German electric bike."
288,3_6_7,Adv,"“Accell has great expectations about e-bikes in North America,” Currie's Larry Pizzi says. “While baby boomers are still a very important segment, we're finding that a lot of younger people are now using e-bikes for transportation, instead of cars.” Accell's Yuba brand even sells a cargo bike with a stronger motor and rear rack. “You can carry two children,” says Pizzi. “You can carry 45kg of shopping. It's a minivan alternative.”"
289,3_6_7,Ele,"Currie's Larry Pizzi thinks that e-bikes will become popular in North America. Pizzi says “Baby boomers are still very important, but also a lot of young people are now using e-bikes for transportation, instead of cars.” There is even a cargo bike with a stronger motor and rack at the back. “You can carry two children,” says Pizzi. “You can carry 45kg of shopping. It's a minivan alternative.”"
290,3_7_1,Adv,"Benjamin Carle is 96.9% made in France, right down to his underpants and socks. Unfortunately, six Ikea forks, a Chinese guitar and unsourced wall paint stopped him being declared a 100% economic patriot, but nobody is perfect. Carle, 26, set out, in 2013, to see if it was possible to live using only French-made products for ten months as part of a television documentary. The idea was triggered by the Minister for Economic Renewal Arnaud Montebourg's call for the public to buy French to save the country's industrial production sector. The experiment cost Carle his smartphone, television, refrigerator (all made in China); his spectacles (Italian); his underpants (Moroccan); morning coffee (Guatemalan) and his adored David Bowie music (British). Fortunately, his long-suffering girlfriend, Anaïs, and cat, Loon, (both French) stuck with him."
291,3_7_1,Ele,"Benjamin Carle is 96.9% made in France, even his underpants and socks. Six Ikea forks, a Chinese guitar and some wall paint stopped him being called 100% French, but nobody is perfect. Carle, 26, decided, in 2013, to see if it was possible to live using only French-made products for ten months as part of a television documentary. He got the idea after the Minister for Economic Renewal, Arnaud Montebourg, asked the French people to buy French products. For the experiment, Carle had to give up his smartphone, television, refrigerator (all made in China); his glasses (Italian); his morning coffee (Guatemalan) and his favourite David Bowie music (British). It is lucky that his girlfriend, Anaïs, and cat, Loon, are both French, so he didn't have to give them up."
293,3_7_2,Adv,"“Politicians say all sorts of things and expect us to go along with it. I wanted to see if it was possible and feasible to do what the minister was asking us to do; to hold him to account for his words,” Carle told the Guardian over a non-French coffee in a Parisian café after finishing his documentary. He set just three rules for himself: eat only foods produced in France, eliminate contact with foreign-made goods and do so on €1,800 a month (above the minimum wage of €1,430 to cover the extra expense of living in Paris). The journalist was shocked to find out at the start of the experiment that only 4.5% of the contents of his flat were made nationally – and that the rest would have to go, including the lightbulbs (China) and green beans (Kenya)."
292,3_7_2,Ele,"“I wanted to see if it was possible to do what the minister was asking us to do,” Carle said. He had just three rules for himself: eat only food made in France, not have any contact with foreign-made products and to do it all on €1,800 a month (above the minimum wage of €1,430 to cover the extra cost of living in Paris). The journalist was shocked to find out at the start of the experiment that only 4.5% of the things in his flat were made in France. Everything not made in France had to go, including the lightbulbs (China) and green beans (Kenya)."
295,3_7_3,Adv,"The removal men left Carle's home almost bare. Left without a refrigerator (none are made in France) or nail clippers, he was forced to chill his food on the window ledge and saw at his toenails with a penknife. His foreign-made clothes, down to his underwear, were replaced with more expensive alternatives: French-produced underpants (€26), socks (€9), polo shirt (€75), espadrille sandals ( €26), but no jeans as none are produced in France. During the experiment, Carle scoured supermarket shelves for 100% French-made products, learned to cook seasonal fruit and vegetables grown in France, proudly brushed his teeth with the last toothbrush made in France by a company in Picardie employing 29 people and hand-washed his smalls until he found the last French-made washing machine (which, being top opening, would not fit under the kitchen counter)."
294,3_7_3,Ele,"The removal men left Carle's home almost empty. Without a refrigerator (none are made in France), he had to chill his food on the window ledge. His foreign-made clothes, including his underwear, were replaced with more expensive alternatives: French-produced underpants (€26), socks (€9), polo shirt (€75), espadrille sandals (€26), but no jeans because none are produced in France. During the experiment, Carle bought in supermarkets only French-made products and learned to cook seasonal fruit and vegetables grown in France. He brushed his teeth with a toothbrush made in France and hand-washed his underwear until he found a French-made washing machine. The washing machine opened at the top and so would not fit under the kitchen counter."
296,3_7_4,Adv,"Going out with friends was problematic – no American films, no Belgian beer, no sushi or pizza. Staying home, with no sofa for the first few months and no television, meant listening to crooner Michel Sardou and reading French novels. French wine was, of course, allowed and French-Canadian French-Canadian singer Céline Dion, but not, according to his advisers, French bands such as Daft Punk, who sing in English. Unable to use his British-made bicycle or even a French car after discovering the only affordable Peugeot, Renault and Citroën models are mostly made overseas, Carle invested in a fug-emitting orange Mobylette moped. The last things to go were the computer, replaced by a Qooq, a recipe tablet that connects – slowly – to the internet and the iPhone, swapped for an old Sagem mobile."
297,3_7_4,Ele,"Going out with friends was a problem – no American films, no Belgian beer, no sushi or pizza. When Carle stayed home, with no sofa for the first few months and no television, he listened to French singer Michel Sardou and read French novels. French wine was, of course, allowed and French-Canadian singer Céline Dion, but not French bands such as Daft Punk, who sing in English. He could not use his British-made bicycle or even a French car because he discovered that the only affordable Peugeot, Renault and Citroën cars are not made in France. So, he bought an orange Mobylette moped. His computer was replaced by a Qooq, a tablet that connects – slowly – to the internet and the iPhone, which he swapped for an old Sagem mobile."
298,3_7_5,Adv,"The documentary shows Carle – realizing he is addicted to his iPhone – smashing it with a brand-new brand-new French-made Tefal saucepan, while his girlfriend shrieks: “Are you crazy? Those are new pans!” Carle tells viewers his aim is to “save the French economy. After all, I like Mission Impossible.” He admits the experiment was part serious and part jest. At one point, he consults a French language expert to check if he should keep using “cool” and other Anglicisms – he was advised to swap it for the nearest French equivalent: “chouette.” On discovering France makes no refrigerators (apart from wine coolers) or televisions, but is big in airplane seats and windmills, he sighs and says: “Great. Nothing that will fit into my apartment.”"
299,3_7_5,Ele,"The documentary shows Carle – breaking his iPhone with a new French-made Tefal saucepan, while his girlfriend shouts: “Are you crazy? Those are new pans!” Carle said his aim was to “save the French economy.” He said the experiment was part serious and part fun. He even asked a French language expert to check if he should keep using the word “cool” and other English words – the expert told him swap it for the nearest French alternative: “chouette.” When he discovered that France makes no refrigerators or televisions, but makes airplane seats and windmills, he sighed and said: “Great. Nothing that will fit into my apartment.”"
300,3_7_6,Adv,"At the end of the experiment, Carle takes out a bank loan to refurnish his home and clothe himself. A special “auditor” declares him 96.9% “made in France” and Montebourg visits to present him with a medal. Carle's conclusion: “It's not entirely possible or even desirable to live 100% ‘made in France,' particularly in terms of new technology.” But that wasn't the point. “This wasn't about French nationalism or patriotism. It was trying to show that we should reflect about the way we consume and make different choices, and that applies in all countries. If we want to save jobs and industries, wherever we are, we might think about supporting them.”"
301,3_7_6,Ele,"At the end of the experiment, Carle bought new furniture and clothes. A special “auditor” said Carle was 96.9% “made in France” and Montebourg gave him a medal. Carle's conclusion: “It's not entirely possible to live 100% ‘made in France,' particularly in terms of new technology.” “This wasn't about French nationalism or patriotism. It was trying to show that we should think about the way we buy and make different choices, and that is the same in all countries. If we want to save jobs and industries, we should support them.”"
302,3_7_7,Adv,"According to Carle, “A T-shirt is more expensive in France but I can be sure it has been produced by workers who are correctly paid and have good working conditions. I cannot be sure about a cheaper T-shirt produced in Asia or Morocco.” He added: “It's hypocrisy to go around blaming capitalists for a country's economic decline when people could be doing more as consumers.” Carle says he hopes to continue supporting French industry and producers, but not 100%. “It is a full-time job just finding the stuff,” he said. The first thing he did when the experiment ended was invite his friends around for the evening to enjoy “a plate of cheese and listen to the David Bowie album Aladdin Sane.” “It was difficult not being able to invite people around because there was nowhere to sit ... but I'd choose Bowie over a sofa any day.”"
303,3_7_7,Ele,"Carle said, “A T-shirt is more expensive in France but I can be sure it has been made by workers who are correctly paid and have good working conditions. I cannot be sure about a cheaper T-shirt produced in Asia or Morocco. People could do more when they decide what to buy.” Carle says he hopes to continue supporting French industry and producers, but not 100%. “It is a full-time job just finding the stuff,” he said. The first thing he did when the experiment ended was invite his friends to enjoy “a plate of cheese and listen to the David Bowie album Aladdin Sane.” “It was difficult not being able to invite people because there was nowhere to sit ... but I'd choose Bowie over a sofa any day.”"
304,3_8_1,Adv,"Galina Zaglumyonova was woken in her flat in central Chelyabinsk by an enormous explosion that blew in the balcony windows and shattered clay pots containing her few houseplants. When she jumped out of bed she could see a huge vapor trail hanging in the morning sky and hear the wail of car alarms from the street below. “I didn't understand what was going on,” said Zaglumyonova. “There was a big explosion and then a series of little explosions. My first thought was that it was a plane crash.” What she had actually witnessed were the death throes of a ten-ton meteorite that plunged to Earth in a series of fireballs just after sunrise. Officials put the number of people injured at almost 1,200, with more than 40 taken to hospital – most as a result of flying glass shattered by the sonic boom created by the meteorite's descent. There were no reported deaths."
305,3_8_1,Ele,"Galina Zaglumyonova was woken in her flat in central Chelyabinsk by a very big explosion that broke the balcony windows and broken pots containing her houseplants. When she jumped out of bed she could see a huge vapor trail in the morning sky and hear car alarms from the street below. “I didn't understand what was going on,” said Zaglumyonova. “There was a big explosion and then lots of little explosions. My first thought was that it was a plane crash.” In fact, it was a ten-ton meteorite that fell to Earth in lots of pieces. Almost 1,200 people were injured. More than 40 people were taken to hospital – most of them were hurt by flying glass. There were no deaths."
306,3_8_2,Adv,"The meteorite entered the atmosphere traveling at a speed of at least 33,000mph and broke up into chunks between 18 and 32 miles above the ground, according to a statement from the Russian Academy of Sciences. The event caused panic in Chelyabinsk, a Russian city of one million people to the south of the Ural mountains, as mobile phone networks swiftly became jammed by the volume of calls. Amateur video footage from the area, often peppered with the obscene language of frightened observers, showed the chunks of meteorite glowing more brightly as they approached the moment of impact. The vapor trail was visible for hundreds of miles around, including in neighboring Kazakhstan."
307,3_8_2,Ele,"The meteorite entered the atmosphere at a speed of at least 33,000 miles per hour and broke into pieces between 18 and 32 miles above the ground. The event caused panic in Chelyabinsk, a Russian city of one million people to the south of the Ural mountains. Mobile phone networks quickly became jammed by the large number of calls. A video showed the pieces of meteorite glowing more brightly as they approached the moment of impact. People could see the vapor trail for hundreds of miles, even from neighboring Kazakhstan."
